Marker	g00	Gene	One	Two	Three	Four	Goterms	KO	Function
pacnes16:g003479:G000521445:JCM18920_466__GAE78932.1_1	g003479	3479	267747.PPA0886	6.00E-121	438.7	THIE		K00788	Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP) (By similarity)
pacnes16:g003085:G000521425:JCM18918_356__GAE74720.1_1	g003085	3085	267747.PPA1209	7.10E-114	415.2	CMK	"GO:0003674,GO:0003824,GO:0004127,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009117,GO:0009987,GO:0015949,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0019201,GO:0019205,GO:0019637,GO:0034641,GO:0040007,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046483,GO:0046939,GO:0055086,GO:0071704,GO:1901360"	"K00945,K13799"	Cytidine monophosphate kinase
pacnes16:g002505:G000521385:JCM18909_3138__GAE69873.1_1	g002505	2505	267747.PPA1525	3.90E-104	382.9	DEF		K01462	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions (By similarity)
pacnes16:g003393:G000521445:JCM18920_2847__GAE81116.1_1	g003393	3393	267747.PPA0508	9.50E-119	431.4	NARJ	"GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006091,GO:0006461,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016530,GO:0022607,GO:0034622,GO:0042126,GO:0042128,GO:0043436,GO:0043623,GO:0043933,GO:0044085,GO:0044237,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0051131,GO:0065003,GO:0070271,GO:0071704,GO:0071822,GO:0071840,GO:0071941,GO:2001057"	K00373	Nitrate reductase
pacnes16:g004011:G001297145:AK827_RS09710__WP_050497357.1_1	g004011	4011	267747.PPA2077	9.50E-111	404.8				Tetr family transcriptional regulator
pacnes16:g001391:G000194825:HMPREF9337_RS03700__WP_002518846.1_1	g001391	1391	369723.Strop_0519	2.00E-31	141.4				
pacnes16:g000635:G000144755:HMPREF9571_RS03705__WP_002517932.1_1	g000635	635	267747.PPA0882	2.80E-123	446.4	ARAD		"K01786,K03080"	L-ribulose-5-phosphate 4-epimerase
pacnes16:g000394:G000144385:HMPREF9595_RS07665__WP_002515455.1_1	g000394	394	267747.PPA0836	3.30E-127	459.5	NADD	"GO:0003674,GO:0003824,GO:0004515,GO:0006082,GO:0006139,GO:0006520,GO:0006531,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009066,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019355,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0019752,GO:0034355,GO:0034627,GO:0034628,GO:0034641,GO:0034654,GO:0040007,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044710,GO:0046483,GO:0046496,GO:0051186,GO:0051188,GO:0055086,GO:0070566,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605"	"K00969,K01488"	Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD) (By similarity)
pacnes16:g003356:G000521445:JCM18920_2531__GAE80825.1_1	g003356	3356	267747.PPA2323	6.80E-117	425.2				Inherit from bactNOG: Membrane
pacnes16:g003355:G000521445:JCM18920_2529__GAE80823.1_1	g003355	3355	1051006.HMPREF1162_0508	9.80E-108	394.8	ARAD		"K01786,K03080"	L-ribulose-5-phosphate 4-epimerase
pacnes16:g002878:G000521405:JCM18916_3728__GAE74147.1_1	g002878	2878	267747.PPA2097	4.10E-114	416			"K01081,K11751"	5'-nucleotidase
pacnes16:g003516:G000521445:JCM18920_842__GAE79285.1_1	g003516	3516	267747.PPA1122	2.30E-48	197.6	GATC	"GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944"	K02435	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln) (By similarity)
pacnes16:g002968:G000521425:JCM18918_1324__GAE75608.1_1	g002968	2968	267747.PPA0707	4.40E-116	422.5			K01485	epimerase dehydratase
pacnes16:g002834:G000521405:JCM18916_308__GAE71013.1_1	g002834	2834	267747.PPA1092	8.90E-125	451.4				SUA5 YciO YrdC YwlC family protein
pacnes16:g001879:G000231215:TIIST44_RS02980__WP_002514482.1_1	g001879	1879	267747.PPA2039	1.70E-112	410.6	GRPE	"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0040007,GO:0042594,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0050896,GO:0051716,GO:0071496,GO:0071944"	K03687	"Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ"
pacnes16:g000647:G000144755:HMPREF9571_RS07235__WP_002549016.1_1	g000647	647	1051006.HMPREF1162_1178	4.70E-110	402.5				SAF domain protein
pacnes16:g001094:G000145155:HMPREF9586_RS02305__WP_002516791.1_1	g001094	1094	267747.PPA1236	4.10E-122	442.6	PDUO	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K00798	adenosyltransferase
pacnes16:g003321:G000521445:JCM18920_2179__GAE80497.1_1	g003321	3321	267747.PPA0259	2.50E-71	273.9	HPT	"GO:0000287,GO:0003674,GO:0003824,GO:0004422,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006144,GO:0006163,GO:0006164,GO:0006166,GO:0006168,GO:0006177,GO:0006178,GO:0006188,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009113,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0032261,GO:0032263,GO:0032264,GO:0034641,GO:0034654,GO:0042278,GO:0042440,GO:0042451,GO:0042455,GO:0043094,GO:0043096,GO:0043101,GO:0043167,GO:0043169,GO:0043173,GO:0043174,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046037,GO:0046040,GO:0046083,GO:0046084,GO:0046098,GO:0046099,GO:0046100,GO:0046112,GO:0046128,GO:0046129,GO:0046148,GO:0046390,GO:0046483,GO:0046872,GO:0052657,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659"	K00760	hypoxanthine phosphoribosyltransferase
pacnes16:g002698:G000521405:JCM18916_1034__GAE71680.1_1	g002698	2698	267747.PPA1406	9.80E-108	394.8	TETR			TetR family Transcriptional regulator
pacnes16:g003812:G000735065:PAST3_RS04450__WP_032503656.1_1	g003812	3812	1051006.HMPREF1162_1255	2.30E-80	303.9	CASE		K19126	CRISPR-associated protein
pacnes16:g002672:G000521385:JCM18909_7__GAE66978.1_1	g002672	2672	267747.PPA0950	6.80E-117	425.2	SDHC		K00241	succinate dehydrogenase
pacnes16:g003523:G000521445:JCM18920_919__GAE79361.1_1	g003523	3523	267747.PPA1173	8.60E-112	408.3				Transcriptional regulator
pacnes16:g002978:G000521425:JCM18918_1568__GAE75832.1_1	g002978	2978	267747.PPA0659	1.70E-120	437.2				
pacnes16:g003542:G000709495:TIA1EST1_RS05250__WP_002515652.1_1	g003542	3542	267747.PPA1058	7.70E-121	438.3	TRKA	"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944"	K03499	TrkA-N domain protein
pacnes16:g000476:G000144465:HMPREF9599_RS08575__WP_002512967.1_1	g000476	476	267747.PPA0246	7.00E-122	441.8	YAAT	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"		PSP1 C-terminal conserved region
pacnes16:g002703:G000521405:JCM18916_1163__GAE71792.1_1	g002703	2703	267747.PPA0289	1.30E-107	394.4				response regulator
pacnes16:g002486:G000521385:JCM18909_2946__GAE69697.1_1	g002486	2486	267747.PPA0880	1.10E-114	417.9	SGBH	"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005975,GO:0005996,GO:0006082,GO:0006766,GO:0006767,GO:0008150,GO:0008152,GO:0009056,GO:0009111,GO:0009987,GO:0016052,GO:0016054,GO:0016829,GO:0016830,GO:0016831,GO:0016832,GO:0019752,GO:0019852,GO:0019854,GO:0033982,GO:0042365,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0044723,GO:0044724,GO:0046365,GO:0046395,GO:0046872,GO:0071704,GO:1901575"	"K03078,K03081,K08093"	decarboxylase
pacnes16:g003529:G000521445:JCM18920_996__GAE79427.1_1	g003529	3529	267747.PPA2185	1.10E-90	338.2			"K09709,K18291"	MaoC like
pacnes16:g001682:G000203995:HMPREF9343_RS00055__WP_032508194.1_1	g001682	1682	1051006.HMPREF1162_1178	4.40E-100	369.4				SAF domain protein
pacnes16:g000568:G000144715:HMPREF9610_RS03405__WP_002539627.1_1	g000568	568	267747.PPA1784	3.40E-121	439.5	YEAZ		"K01409,K14742"	Peptidase M22 glycoprotease
pacnes16:g001414:G000194825:HMPREF9337_RS09285__WP_002516495.1_1	g001414	1414	267747.PPA1389	1.10E-124	451.1	NUDF	"GO:0003674,GO:0005488,GO:0030145,GO:0043167,GO:0043169,GO:0046872,GO:0046914"	K01515	Nudix hydrolase
pacnes16:g001327:G000147145:HMPREF9580_RS07740__WP_002519324.1_1	g001327	1327	267747.PPA1448	5.10E-125	452.2				GtrA-like protein
pacnes16:g000800:G000144835:HMPREF9574_RS00545__WP_002519805.1_1	g000800	800	267747.PPA0038	6.50E-120	435.3				
pacnes16:g003862:G000735065:PAST3_RS07525__WP_002515588.1_1	g003862	3862	267747.PPA1057	2.60E-121	439.9	TRKA		K03499	TrkA-N domain protein
pacnes16:g000581:G000144715:HMPREF9610_RS08725__WP_002518986.1_1	g000581	581	267747.PPA1079	3.10E-122	443	PGSA2	"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006629,GO:0006644,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008444,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0016020,GO:0016740,GO:0016772,GO:0016780,GO:0017169,GO:0019637,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044464,GO:0044710,GO:0071704,GO:0071944,GO:0090407,GO:1901576"	"K00995,K08744"	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyl-transferase
pacnes16:g000891:G000144875:HMPREF9593_RS06270__WP_002551067.1_1	g000891	891	267747.PPA0966	3.10E-106	389.8	PDXT	"GO:0003674,GO:0003824,GO:0006732,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0016829,GO:0016840,GO:0016843,GO:0019637,GO:0040007,GO:0042822,GO:0042823,GO:0044237,GO:0044249,GO:0051186,GO:0051188,GO:0071704,GO:0090407,GO:1901576"	K08681	Involved in the hydrolysis of glutamine to glutamate and ammonia. Channels an ammonia molecule to PdxS (By similarity)
pacnes16:g001901:G000231215:TIIST44_RS06505__WP_002513102.1_1	g001901	1901	765123.HMPREF9621_02335	1.30E-131	474.2			K09992	Trehalose utilisation
pacnes16:g003593:G000730465:FB41_RS10700__WP_002515400.1_1	g003593	3593	1051006.HMPREF1162_1121	5.10E-109	399.1	DHAL	"GO:0000166,GO:0000287,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0004371,GO:0005488,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043531,GO:0044237,GO:0046872,GO:0097159,GO:1901265,GO:1901363"	K05879	Dihydroxyacetone kinase
pacnes16:g000822:G000144835:HMPREF9574_RS05185__WP_002518996.1_1	g000822	822	267747.PPA1049	5.30E-122	442.2	TDK	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K00857	thymidine kinase
pacnes16:g000393:G000144385:HMPREF9595_RS07515__WP_002515583.1_1	g000393	393	267747.PPA0805	2.10E-126	456.8				beta-lactamase domain protein
pacnes16:g000516:G000144485:HMPREF9581_RS11235__WP_002530586.1_1	g000516	516	428125.CLOLEP_00125	2.60E-105	386.7			K02654	"Inherit from NOG: Peptidase A24A, prepilin type IV"
pacnes16:g001287:G000145535:HMPREF9569_RS08010__WP_002515807.1_1	g001287	1287	267747.PPA0055	5.30E-114	415.6	SCLAV_2398			response regulator
pacnes16:g002666:G000521385:JCM18909_767__GAE67689.1_1	g002666	2666	267747.PPA1745	1.30E-109	401	BMUL_4632			Phosphoesterase
pacnes16:g003558:G000730465:FB41_RS00750__WP_002519149.1_1	g003558	3558	1051006.HMPREF1162_0649	2.40E-119	433.3			K01485	epimerase dehydratase
pacnes16:g000149:G000144185:HMPREF9564_RS04795__pseudo_1	g000149	149	267747.PPA1911	3.60E-102	376.3			"K02028,K02065,K16786,K16787"	"ABC transporter, (ATP-binding protein)"
pacnes16:g001151:G000145175:HMPREF9616_RS06915__WP_002534177.1_1	g001151	1151	428125.CLOLEP_00125	1.50E-105	387.5			K02654	"Inherit from NOG: Peptidase A24A, prepilin type IV"
pacnes16:g003298:G000521445:JCM18920_2030__GAE80360.1_1	g003298	3298	267747.PPA0168	1.40E-90	337.8	BMUL_5818		K18929	Iron-sulfur cluster binding protein
pacnes16:g000132:G000144045:HMPREF9608_RS11070__WP_002546247.1_1	g000132	132	428125.CLOLEP_00125	1.20E-105	387.9			K02654	"Inherit from NOG: Peptidase A24A, prepilin type IV"
pacnes16:g000156:G000144185:HMPREF9564_RS06780__WP_002543240.1_1	g000156	156	428125.CLOLEP_00125	3.80E-104	382.9			K02654	"Inherit from NOG: Peptidase A24A, prepilin type IV"
pacnes16:g000626:G000144755:HMPREF9571_RS00015__WP_002524264.1_1	g000626	626	428125.CLOLEP_00125	4.10E-106	389.4			K02654	"Inherit from NOG: Peptidase A24A, prepilin type IV"
pacnes16:g002159:G000472405:B148_RS01000000112205__pseudo_1	g002159	2159	267747.PPA0777	1.80E-56	223.8				Sortase family
pacnes16:g000667:G000144775:HMPREF9615_RS00905__WP_002514059.1_1	g000667	667	267747.PPA0641	4.80E-115	419.1	SAFC	"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944"	K16028	O-Methyltransferase
pacnes16:g000795:G000144815:HMPREF9576_RS10260__WP_002517540.1_1	g000795	795	1051006.HMPREF1162_1439	3.10E-106	389.8				
pacnes16:g001022:G000145115:HMPREF9601_RS03250__WP_002514763.1_1	g001022	1022	267747.PPA1760	3.20E-111	406.4	METI	"GO:0005575,GO:0016020"	K02072	ABC transporter (Permease)
pacnes16:g003977:G001297145:AK827_RS07630__WP_032503204.1_1	g003977	3977	267747.PPA0112	1.90E-108	397.1	THIE		K00788	Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP) (By similarity)
pacnes16:g001998:G000252385:TICEST70_RS0110970__WP_002522821.1_1	g001998	1998	1051006.HMPREF1162_1439	2.10E-123	446.8				
pacnes16:g003970:G001297145:AK827_RS07160__WP_054175452.1_1	g003970	3970	267747.PPA0200	6.90E-114	415.2				YD repeat protein
pacnes16:g003307:G000521445:JCM18920_2076__GAE80401.1_1	g003307	3307	267747.PPA0192	1.30E-101	374.4				
pacnes16:g002609:G000521385:JCM18909_3946__GAE70596.1_1	g002609	2609	267747.PPA1312	5.40E-119	432.2			K07043	Metal-dependent hydrolase
pacnes16:g003260:G000521445:JCM18920_1665__GAE80031.1_1	g003260	3260	267747.PPA1400	1.80E-90	337.4	BIOY	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K03523	BioY family
pacnes16:g000689:G000144775:HMPREF9615_RS09135__WP_002517001.1_1	g000689	689	267747.PPA1515	4.90E-120	435.6	LIDJ			Disulfide bond formation protein DsbB
pacnes16:g000955:G000144895:HMPREF9578_RS05845__WP_002512674.1_1	g000955	955	765123.HMPREF9621_00699	4.80E-91	339.3	FUCA	"GO:0003674,GO:0003824,GO:0005975,GO:0005996,GO:0006004,GO:0008150,GO:0008152,GO:0008738,GO:0009056,GO:0016052,GO:0016829,GO:0016830,GO:0016832,GO:0019317,GO:0019318,GO:0019320,GO:0019321,GO:0019323,GO:0019566,GO:0019568,GO:0019571,GO:0042354,GO:0042355,GO:0044238,GO:0044723,GO:0044724,GO:0046365,GO:0046372,GO:0071704,GO:1901575"	"K01628,K03077"	Aldolase
pacnes16:g001067:G000145135:HMPREF9579_RS03420__WP_002524978.1_1	g001067	1067	267747.PPA1095	1.50E-116	424.1	YIGZ		"K00560,K01271"	Impact family member yigz
pacnes16:g003398:G000521445:JCM18920_2894__GAE81160.1_1	g003398	3398	267747.PPA0535	5.60E-100	369	RPLY		K02897	This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance (By similarity)
pacnes16:g002876:G000521405:JCM18916_3674__GAE74097.1_1	g002876	2876	306537.jk0683	3.10E-66	256.9	YRKC			"Cupin 2, conserved barrel domain protein"
pacnes16:g002103:G000302515:PAC1_RS05860__pseudo_1	g002103	2103	765123.HMPREF9621_00356	3.10E-53	213.4				
pacnes16:g000784:G000144815:HMPREF9576_RS09710__WP_002541849.1_1	g000784	784	267747.PPA2260	4.90E-112	409.1				"Transcriptional regulator, tetR family"
pacnes16:g001376:G000194825:HMPREF9337_RS02790__WP_002515068.1_1	g001376	1376	267747.PPA0406	1.30E-112	411	PROW	"GO:0005575,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0009607,GO:0015697,GO:0015711,GO:0015838,GO:0015849,GO:0016020,GO:0031460,GO:0044403,GO:0044419,GO:0044699,GO:0044765,GO:0046942,GO:0050896,GO:0051179,GO:0051234,GO:0051701,GO:0051704,GO:0051707,GO:0071702,GO:0071705,GO:0072337,GO:0075136"	K05846	ABC transporter permease
pacnes16:g000304:G000144285:HMPREF9592_RS03085__WP_002518251.1_1	g000304	304	765123.HMPREF9621_00788	3.00E-109	399.8	PDTAR	"GO:0000160,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0007154,GO:0007165,GO:0008150,GO:0009987,GO:0016020,GO:0023052,GO:0030312,GO:0040007,GO:0044464,GO:0044699,GO:0044700,GO:0044763,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071944"	K07183	response regulator
pacnes16:g000611:G000144735:HMPREF9612_RS05990__WP_002517175.1_1	g000611	611	1051006.HMPREF1162_1773	6.40E-104	382.1	EDA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K01625	2-dehydro-3-deoxyphosphogluconate aldolase 4-hydroxy-2-oxoglutarate aldolase
pacnes16:g002234:G000496895:H497_RS07010__WP_002513957.1_1	g002234	2234	267747.PPA0727	9.20E-127	458				Beta-lactamase domain-containing protein
pacnes16:g001053:G000145135:HMPREF9579_RS00305__WP_002516004.1_1	g001053	1053	267747.PPA1844	6.20E-107	392.1	RPSE	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0034645,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0071944,GO:1901576"	K02988	Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body (By similarity)
pacnes16:g002728:G000521405:JCM18916_1350__GAE71964.1_1	g002728	2728	267747.PPA0417	4.60E-118	429.1			K15634	phosphoglycerate mutase family protein
pacnes16:g000315:G000144285:HMPREF9592_RS07900__WP_002512869.1_1	g000315	315	267747.PPA0154	3.80E-125	452.6				Nudix family
pacnes16:g000472:G000144465:HMPREF9599_RS08005__WP_002513097.1_1	g000472	472	267747.PPA0371	6.80E-114	415.2	EDA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K01625	2-dehydro-3-deoxyphosphogluconate aldolase 4-hydroxy-2-oxoglutarate aldolase
pacnes16:g003339:G000521445:JCM18920_2430__GAE80730.1_1	g003339	3339	267747.PPA0030	1.30E-75	288.1			K19270	"HAD-superfamily hydrolase subfamily IA, variant 3"
pacnes16:g003367:G000521445:JCM18920_2635__GAE80923.1_1	g003367	3367	267747.PPA0371	3.60E-107	392.9	EDA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K01625	2-dehydro-3-deoxyphosphogluconate aldolase 4-hydroxy-2-oxoglutarate aldolase
pacnes16:g002466:G000521385:JCM18909_2752__GAE69527.1_1	g002466	2466	1032480.MLP_50800	7.90E-46	189.1				
pacnes16:g000320:G000144285:HMPREF9592_RS10345__WP_014172566.1_1	g000320	320	1051006.HMPREF1162_1942	3.70E-112	409.5				"heme ABC exporter, ATP-binding protein CcmA"
pacnes16:g000120:G000144045:HMPREF9608_RS05765__WP_002524738.1_1	g000120	120	267747.PPA0495	5.50E-124	448.7	RIMJ		K03790	N-acetyltransferase
pacnes16:g003369:G000521445:JCM18920_2649__GAE80936.1_1	g003369	3369	765123.HMPREF9621_02328	1.00E-122	444.5				Uncharacterized protein conserved in bacteria (DUF2264)
pacnes16:g003966:G001297145:AK827_RS06925__WP_032504068.1_1	g003966	3966	267747.PPA0243	8.00E-115	418.3	TMK	"GO:0003674,GO:0003824,GO:0004798,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006220,GO:0006221,GO:0006233,GO:0006235,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009132,GO:0009133,GO:0009138,GO:0009139,GO:0009141,GO:0009142,GO:0009147,GO:0009148,GO:0009165,GO:0009186,GO:0009189,GO:0009196,GO:0009197,GO:0009200,GO:0009202,GO:0009211,GO:0009212,GO:0009219,GO:0009221,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009987,GO:0015949,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019201,GO:0019205,GO:0019438,GO:0019637,GO:0019692,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046072,GO:0046075,GO:0046385,GO:0046483,GO:0046939,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	K00943	Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis (By similarity)
pacnes16:g001382:G000194825:HMPREF9337_RS03605__WP_002518829.1_1	g001382	1382	281090.Lxx03850	1.50E-20	105.1				Inherit from bactNOG: structural protein
pacnes16:g003586:G000730465:FB41_RS08575__WP_002519493.1_1	g003586	3586	1051006.HMPREF1162_2312	6.20E-83	312.4				Tetr family transcriptional regulator
pacnes16:g002810:G000521405:JCM18916_2689__GAE73196.1_1	g002810	2810	267747.PPA0536	4.30E-68	263.1	PTH	"GO:0003674,GO:0003824,GO:0004045,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008150,GO:0008152,GO:0016020,GO:0016787,GO:0016788,GO:0040007,GO:0044424,GO:0044464,GO:0052689,GO:0071944"	K01056	The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis (By similarity)
pacnes16:g001904:G000231215:TIIST44_RS07145__WP_002521248.1_1	g001904	1904	267747.PPA0495	7.50E-121	438.3	RIMJ		K03790	N-acetyltransferase
pacnes16:g003656:G000735055:PAST2_RS07915__WP_002533425.1_1	g003656	3656	765123.HMPREF9621_00975	8.30E-112	408.3		"GO:0003674,GO:0003824,GO:0005215,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015399,GO:0015405,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	K02003	abc transporter atp-binding protein
pacnes16:g003308:G000521445:JCM18920_2077__GAE80402.1_1	g003308	3308	1051006.HMPREF1162_1613	4.40E-73	279.6				
pacnes16:g003338:G000521445:JCM18920_2424__GAE80725.1_1	g003338	3338	267747.PPA0034	2.10E-107	393.7	HISC		"K00817,K01239"	May catalyze the transamination reaction in phenylalanine biosynthesis (By similarity)
